time,lat,lon,depth,temperature,salinity
2013-05-31,0.0,60.0,100.0,20.428666432698567,35.372999827067055
2013-05-31,0.0,60.0,500.0,9.931666692097982,35.01066589355469
2013-05-31,0.0,80.0,5.0,29.155333201090496,35.06066767374674
2013-05-31,0.0,80.0,100.0,23.035666783650715,35.40666707356771
2013-05-31,0.0,80.0,500.0,9.937333106994629,35.013665517171226
2013-05-31,0.0,100.0,5.0,,
2013-05-31,0.0,100.0,100.0,,
2013-05-31,0.0,100.0,500.0,,
2013-06-30,0.0,60.0,5.0,28.309333165486652,35.190999348958336
2013-06-30,0.0,60.0,100.0,20.546332677205402,35.37200037638346
2013-06-30,0.0,60.0,500.0,9.827666600545248,35.01733271280924
2013-06-30,0.0,80.0,5.0,28.74566650390625,35.17566680908203
2013-06-30,0.0,80.0,100.0,25.03933334350586,35.273667653401695
2013-06-30,0.0,80.0,500.0,10.005000114440918,35.00299962361654
2013-06-30,0.0,100.0,5.0,,
2013-06-30,0.0,100.0,100.0,,
2013-06-30,0.0,100.0,500.0,,
2013-07-31,0.0,60.0,5.0,28.141666412353516,35.416334788004555
2013-07-31,0.0,60.0,100.0,24.018999735514324,35.49699910481771
2013-07-31,0.0,60.0,500.0,9.891999880472818,34.99533335367838
2013-07-31,0.0,80.0,5.0,27.892000198364258,34.87366612752279
2013-07-31,0.0,80.0,100.0,23.833333333333332,35.179999033610024
2013-07-31,0.0,80.0,500.0,9.881333351135254,34.99300003051758
2013-07-31,0.0,100.0,5.0,,
2013-07-31,0.0,100.0,100.0,,
2013-07-31,0.0,100.0,500.0,,
2013-08-31,0.0,60.0,5.0,28.631000518798828,35.157999674479164
2013-08-31,0.0,60.0,100.0,23.76966667175293,35.490333557128906
2013-08-31,0.0,60.0,500.0,10.02899964650472,34.99300003051758
2013-08-31,0.0,80.0,5.0,28.31000010172526,35.01366678873698
2013-08-31,0.0,80.0,100.0,22.892667134602863,35.125999450683594
2013-08-31,0.0,80.0,500.0,9.578666687011719,34.98199971516927
2013-08-31,0.0,100.0,5.0,,
2013-08-31,0.0,100.0,100.0,,
2013-08-31,0.0,100.0,500.0,,
2013-09-30,0.0,60.0,5.0,28.56166712443034,35.23100026448568
2013-09-30,0.0,60.0,100.0,23.920332590738933,35.51233418782552
2013-09-30,0.0,60.0,500.0,9.885999997456869,35.00366719563802
2013-09-30,0.0,80.0,5.0,28.779666264851887,34.88833363850912
2013-09-30,0.0,80.0,100.0,21.38433329264323,35.25466664632162
2013-09-30,0.0,80.0,500.0,9.770999908447266,34.99066670735677
2013-09-30,0.0,100.0,5.0,,
2013-09-30,0.0,100.0,100.0,,
2013-09-30,0.0,100.0,500.0,,
2013-10-31,0.0,60.0,5.0,28.701000213623047,35.46099980672201
2013-10-31,0.0,60.0,100.0,21.546000162760418,35.37433369954427
2013-10-31,0.0,60.0,500.0,9.853333473205566,34.98833338419596
2013-10-31,0.0,80.0,5.0,28.880333582560223,35.031332651774086
2013-10-31,0.0,80.0,100.0,22.691333770751953,35.321999867757164
2013-10-31,0.0,80.0,500.0,9.80566660563151,35.0033327738444
2013-10-31,0.0,100.0,5.0,,
2013-10-31,0.0,100.0,100.0,,
2013-10-31,0.0,100.0,500.0,,
2013-11-30,0.0,60.0,5.0,29.097999572753906,35.53333409627279
2013-11-30,0.0,60.0,100.0,21.519333521525066,35.348333994547524
2013-11-30,0.0,60.0,500.0,9.961333274841309,35.000667572021484
2013-11-30,0.0,80.0,5.0,28.53000005086263,34.87633387247721
2013-11-30,0.0,80.0,100.0,23.416666666666668,35.310333251953125
2013-11-30,0.0,80.0,500.0,9.917666753133139,35.01499938964844
2013-11-30,0.0,100.0,5.0,,
2013-11-30,0.0,100.0,100.0,,
2013-11-30,0.0,100.0,500.0,,
2013-12-31,0.0,60.0,5.0,28.099000295003254,35.42899958292643
2013-12-31,0.0,60.0,100.0,21.147666931152344,35.323333740234375
2013-12-31,0.0,60.0,500.0,9.813666661580404,35.00566736857096
2013-12-31,0.0,80.0,5.0,28.470333735148113,35.03366724650065
2013-12-31,0.0,80.0,100.0,22.351332982381184,35.371665954589844
2013-12-31,0.0,80.0,500.0,9.764666557312012,35.00166702270508
2013-12-31,0.0,100.0,5.0,,
2013-12-31,0.0,100.0,100.0,,
2013-12-31,0.0,100.0,500.0,,
